Asset.ID,Time.to.break,Previous.bursts,index,AC,CI,DI,Other,PE,PVC,SI,Steel,NOT_PRESENT,PRESENT,Grassland,Rural,Urban,Alluvial,Brown_earths,Ground_water_gleys,Peats,Podzols,Regosols,Surface_water_gleys,Diameter,Length,Year
409124,19691,1,1164,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.193976166,-0.584957047,-0.212255713
409149,12325,0,1165,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.226439398,-0.528609571,0.623268975
409149,14398,1,1166,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,-0.226439398,-0.528609571,0.623268975
409261,14418,0,1167,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.193976166,0.759655179,0.441633173
409261,15929,1,1168,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.193976166,0.759655179,0.441633173
409311,20497,0,1169,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.836731436,0.802240762,-0.066947072
409311,21113,1,1170,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.836731436,0.802240762,-0.066947072
409337,10882,0,1171,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.193976166,-0.4531527,0.550614654
409337,12570,1,1172,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.193976166,-0.4531527,0.550614654
409350,13428,0,1173,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.226439398,0.188586475,0.732250456
